phrase,target,file_path
Uponor improved its performance in spite of the decrease in residential construction in the US,positive,files/input/train\positive\0192.txt
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083",positive,files/input/train\positive\0193.txt
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005,positive,files/input/train\positive\0194.txt
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004",positive,files/input/train\positive\0195.txt
Orion Pharma 's operating profit increased by 42.5 % from 2004,positive,files/input/train\positive\0196.txt
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008",positive,files/input/train\positive\0197.txt
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007,positive,files/input/train\positive\0198.txt
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006",positive,files/input/train\positive\0199.txt
`` The combined activities will create value for shareholders and be good for our employees and customers,positive,files/input/train\positive\0200.txt
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier",positive,files/input/train\positive\0201.txt
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,positive,files/input/train\positive\0202.txt
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006",positive,files/input/train\positive\0203.txt
The Department Store Division reported an increase in sales of 4 per cent,positive,files/input/train\positive\0204.txt
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom",positive,files/input/train\positive\0205.txt
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said",positive,files/input/train\positive\0206.txt
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn,positive,files/input/train\positive\0207.txt
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006",positive,files/input/train\positive\0208.txt
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million,positive,files/input/train\positive\0209.txt
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000",positive,files/input/train\positive\0210.txt
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products",positive,files/input/train\positive\0211.txt
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ),positive,files/input/train\positive\0212.txt
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable",positive,files/input/train\positive\0213.txt
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009",positive,files/input/train\positive\0214.txt
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009",positive,files/input/train\positive\0215.txt
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year",positive,files/input/train\positive\0216.txt
It will also strengthen Ruukki 's offshore business,positive,files/input/train\positive\0217.txt
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year",positive,files/input/train\positive\0218.txt
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year",positive,files/input/train\positive\0219.txt
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006",positive,files/input/train\positive\0220.txt
"Operating profit surged to EUR21m from EUR106 ,000",positive,files/input/train\positive\0221.txt
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout,positive,files/input/train\positive\0222.txt
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009,positive,files/input/train\positive\0223.txt
"Previously , the company anticipated its operating profit to improve over the same period",positive,files/input/train\positive\0224.txt
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150,positive,files/input/train\positive\0225.txt
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade",positive,files/input/train\positive\0226.txt
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006",positive,files/input/train\positive\0227.txt
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005",positive,files/input/train\positive\0228.txt
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V,positive,files/input/train\positive\0229.txt
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete",positive,files/input/train\positive\0230.txt
` By separating side businesses we will be able to faster expand and develop Tapro retail network,positive,files/input/train\positive\0231.txt
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009,positive,files/input/train\positive\0232.txt
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,positive,files/input/train\positive\0233.txt
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005,positive,files/input/train\positive\0234.txt
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64,positive,files/input/train\positive\0235.txt
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn",positive,files/input/train\positive\0236.txt
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 5",positive,files/input/train\positive\0237.txt
"Net sales will , however , increase from 2005",positive,files/input/train\positive\0238.txt
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million,positive,files/input/train\positive\0239.txt
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year",positive,files/input/train\positive\0240.txt
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005",positive,files/input/train\positive\0241.txt
Passenger volumes rose by 8.4 % in the accounting period,positive,files/input/train\positive\0242.txt
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said",positive,files/input/train\positive\0243.txt
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure,positive,files/input/train\positive\0244.txt
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",positive,files/input/train\positive\0245.txt
Operating profit margin increased from 11.2 % to 11.7 %,positive,files/input/train\positive\0246.txt
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007",positive,files/input/train\positive\0247.txt
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005,positive,files/input/train\positive\0248.txt
Marimekko Group 's full-year net sales are estimated to increase by about 10 %,positive,files/input/train\positive\0249.txt
"As a result , the company currently anticipates net sales to increase and the operating result to be positive",positive,files/input/train\positive\0250.txt
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009",positive,files/input/train\positive\0251.txt
"However , the broker gave an `` outperform '' recommendation on the stock",positive,files/input/train\positive\0252.txt
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year",positive,files/input/train\positive\0253.txt
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives,positive,files/input/train\positive\0254.txt
